tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
0,     584,  1366,    0  ,  1688, 0.58   ,  1453
4,     584,  1365,    0  ,  1688, 9.50   ,  1453
8,     584,  1364,    0  ,  1688, 4.39   ,  1453
12,     584,  1364,    0  ,  1688, 1.38   ,  1453
16,     584,  1364,    0  ,  1688, 9.43   ,  1453
20,     577,  1372,    0  ,  1688, 8.82   ,  1460
24,     569,  1379,    0  ,  1688, 7.80   ,  1468
28,     566,  1383,    0  ,  1688, 6.95   ,  1472
32,     566,  1383,    0  ,  1688, 6.25   ,  1472
36,     566,  1383,    0  ,  1688, 5.70   ,  1472
40,     564,  1385,    0  ,  1688, 5.25   ,  1474
44,     562,  1386,    0  ,  1688, 4.86   ,  1475
48,     562,  1387,    0  ,  1688, 4.53   ,  1477
52,     560,  1388,    0  ,  1688, 4.24   ,  1477
56,     560,  1388,    0  ,  1688, 3.97   ,  1477
60,     560,  1388,    0  ,  1688, 3.75   ,  1477
64,     560,  1388,    0  ,  1688, 3.55   ,  1477
68,     560,  1388,    0  ,  1688, 3.37   ,  1477
72,     560,  1389,    0  ,  1688, 3.21   ,  1478
76,     559,  1389,    0  ,  1688, 3.07   ,  1478
80,     559,  1389,    0  ,  1688, 2.93   ,  1478
84,     559,  1389,    0  ,  1688, 2.81   ,  1479
88,     558,  1391,    0  ,  1688, 2.70   ,  1480
93,     557,  1391,    0  ,  1688, 2.61   ,  1480
97,     557,  1391,    0  ,  1688, 2.51   ,  1480
101,     557,  1391,    0  ,  1688, 2.42   ,  1480
105,     557,  1391,    0  ,  1688, 2.35   ,  1480
109,     557,  1391,    0  ,  1688, 2.27   ,  1480
113,     557,  1391,    0  ,  1688, 2.20   ,  1480
117,     557,  1391,    0  ,  1688, 2.13   ,  1480
121,     557,  1391,    0  ,  1688, 2.07   ,  1480
125,     557,  1391,    0  ,  1688, 2.02   ,  1480
129,     557,  1391,    0  ,  1688, 1.97   ,  1480
133,     557,  1391,    0  ,  1688, 1.92   ,  1480
137,     557,  1391,    0  ,  1688, 1.87   ,  1480
141,     557,  1391,    0  ,  1688, 1.82   ,  1480
145,     557,  1391,    0  ,  1688, 1.78   ,  1480
149,     557,  1391,    0  ,  1688, 1.74   ,  1480
153,     557,  1391,    0  ,  1688, 1.70   ,  1480
157,     557,  1391,    0  ,  1688, 1.66   ,  1480
161,     557,  1391,    0  ,  1688, 1.62   ,  1480
165,     557,  1391,    0  ,  1688, 1.59   ,  1480
169,     557,  1391,    0  ,  1688, 1.56   ,  1480
173,     557,  1391,    0  ,  1688, 1.52   ,  1480
177,     557,  1391,    0  ,  1688, 1.50   ,  1480
181,     557,  1391,    0  ,  1688, 1.47   ,  1480
185,     557,  1391,    0  ,  1688, 1.44   ,  1480
189,     557,  1391,    0  ,  1688, 1.41   ,  1480
193,     557,  1391,    0  ,  1688, 1.39   ,  1480
197,     557,  1391,    0  ,  1688, 1.37   ,  1480
201,     557,  1391,    0  ,  1688, 1.34   ,  1480
205,     557,  1391,    0  ,  1688, 1.32   ,  1480
209,     557,  1391,    0  ,  1688, 1.30   ,  1480
213,     557,  1391,    0  ,  1688, 1.28   ,  1480
217,     557,  1391,    0  ,  1688, 1.26   ,  1480
221,     557,  1391,    0  ,  1688, 1.24   ,  1480
225,     557,  1391,    0  ,  1688, 1.22   ,  1480
229,     557,  1391,    0  ,  1688, 1.20   ,  1480
233,     557,  1391,    0  ,  1688, 1.19   ,  1480
237,     557,  1391,    0  ,  1688, 1.17   ,  1480
241,     557,  1391,    0  ,  1688, 1.15   ,  1480
246,     557,  1391,    0  ,  1688, 1.14   ,  1480
250,     557,  1391,    0  ,  1688, 1.12   ,  1480
254,     557,  1391,    0  ,  1688, 1.10   ,  1480
258,     557,  1391,    0  ,  1688, 1.09   ,  1480
262,     557,  1391,    0  ,  1688, 1.08   ,  1480
266,     557,  1391,    0  ,  1688, 1.06   ,  1480
270,     557,  1391,    0  ,  1688, 1.05   ,  1480
274,     557,  1391,    0  ,  1688, 1.04   ,  1480
278,     557,  1391,    0  ,  1688, 1.02   ,  1480
282,     557,  1391,    0  ,  1688, 1.01   ,  1480
286,     557,  1391,    0  ,  1688, 1.00   ,  1480
290,     557,  1391,    0  ,  1688, 0.99   ,  1480
294,     557,  1391,    0  ,  1688, 0.98   ,  1480
298,     557,  1391,    0  ,  1688, 0.97   ,  1480
302,     557,  1391,    0  ,  1688, 0.96   ,  1481
306,     556,  1393,    0  ,  1688, 0.95   ,  1483
310,     554,  1394,    0  ,  1688, 0.95   ,  1483
314,     554,  1394,    0  ,  1688, 0.93   ,  1483
318,     554,  1394,    0  ,  1688, 0.93   ,  1483
322,     554,  1394,    0  ,  1688, 0.92   ,  1484
326,     553,  1395,    0  ,  1688, 0.91   ,  1484
330,     553,  1395,    0  ,  1688, 0.90   ,  1492
334,     546,  1402,    0  ,  1688, 0.89   ,  1492
338,     546,  1402,    0  ,  1688, 0.89   ,  1492
342,     546,  1402,    0  ,  1688, 0.88   ,  1491
346,     546,  1402,    0  ,  1688, 0.87   ,  1491
350,     546,  1402,    0  ,  1688, 0.86   ,  1491
354,     546,  1402,    0  ,  1688, 0.86   ,  1491
358,     546,  1402,    0  ,  1688, 0.85   ,  1491
362,     546,  1402,    0  ,  1688, 0.84   ,  1491
367,     547,  1401,    0  ,  1688, 0.84   ,  1491
371,     547,  1401,    0  ,  1688, 0.83   ,  1490
375,     547,  1401,    0  ,  1688, 0.82   ,  1489
379,     548,  1400,    0  ,  1688, 0.82   ,  1489
383,     548,  1400,    0  ,  1688, 0.81   ,  1489
387,     549,  1399,    0  ,  1688, 0.81   ,  1489
391,     549,  1399,    0  ,  1688, 0.80   ,  1489
395,     549,  1399,    0  ,  1688, 0.79   ,  1489
399,     549,  1399,    0  ,  1688, 0.79   ,  1488
403,     549,  1399,    0  ,  1688, 0.78   ,  1488
407,     549,  1399,    0  ,  1688, 0.77   ,  1488
411,     549,  1399,    0  ,  1688, 0.77   ,  1488
415,     549,  1399,    0  ,  1688, 0.76   ,  1488
419,     549,  1399,    0  ,  1688, 0.76   ,  1488
423,     549,  1399,    0  ,  1688, 0.75   ,  1488
427,     550,  1398,    0  ,  1688, 0.75   ,  1488
431,     550,  1398,    0  ,  1688, 0.74   ,  1488
435,     550,  1398,    0  ,  1688, 0.74   ,  1488
439,     550,  1398,    0  ,  1688, 0.73   ,  1488
443,     550,  1398,    0  ,  1688, 0.73   ,  1488
447,     550,  1398,    0  ,  1688, 0.73   ,  1488
451,     550,  1398,    0  ,  1688, 0.72   ,  1488
455,     550,  1398,    0  ,  1688, 0.72   ,  1488
459,     550,  1398,    0  ,  1688, 0.71   ,  1488
463,     550,  1398,    0  ,  1688, 0.71   ,  1488
467,     550,  1398,    0  ,  1688, 0.71   ,  1488
471,     550,  1398,    0  ,  1688, 0.70   ,  1488
475,     550,  1398,    0  ,  1688, 0.70   ,  1487
480,     550,  1398,    0  ,  1688, 0.69   ,  1487
484,     550,  1398,    0  ,  1688, 0.69   ,  1487
488,     550,  1398,    0  ,  1688, 0.69   ,  1487
492,     550,  1398,    0  ,  1688, 0.68   ,  1487
496,     551,  1397,    0  ,  1688, 0.68   ,  1487
500,     551,  1397,    0  ,  1688, 0.68   ,  1487
504,     551,  1397,    0  ,  1688, 0.67   ,  1486
508,     551,  1397,    0  ,  1688, 0.67   ,  1486
512,     551,  1397,    0  ,  1688, 0.66   ,  1486
516,     551,  1397,    0  ,  1688, 0.66   ,  1486
520,     551,  1397,    0  ,  1688, 0.66   ,  1486
524,     551,  1397,    0  ,  1688, 0.66   ,  1486
528,     551,  1397,    0  ,  1688, 0.65   ,  1486
532,     551,  1397,    0  ,  1688, 0.65   ,  1486
536,     551,  1397,    0  ,  1688, 0.65   ,  1486
540,     551,  1397,    0  ,  1688, 0.64   ,  1486
544,     551,  1397,    0  ,  1688, 0.64   ,  1486
548,     551,  1397,    0  ,  1688, 0.64   ,  1486
552,     551,  1397,    0  ,  1688, 0.63   ,  1486
556,     551,  1397,    0  ,  1688, 0.63   ,  1486
560,     551,  1397,    0  ,  1688, 0.63   ,  1486
564,     551,  1397,    0  ,  1688, 0.63   ,  1486
568,     551,  1397,    0  ,  1688, 0.62   ,  1486
572,     551,  1397,    0  ,  1688, 0.62   ,  1486
576,     551,  1397,    0  ,  1688, 0.62   ,  1486
580,     551,  1397,    0  ,  1688, 0.61   ,  1486
584,     551,  1397,    0  ,  1688, 0.61   ,  1486
588,     551,  1397,    0  ,  1688, 0.61   ,  1486
593,     551,  1397,    0  ,  1688, 0.61   ,  1486
597,     551,  1397,    0  ,  1688, 0.60   ,  1486
tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
0,     590,  1368,    0  ,  1688, 9.60   ,  1448
4,     588,  1368,    0  ,  1688, 9.41   ,  1449
8,     588,  1368,    0  ,  1688, 4.57   ,  1449
12,     588,  1368,    0  ,  1688, 1.59   ,  1449
16,     588,  1368,    0  ,  1688, 9.64   ,  1449
20,     572,  1384,    0  ,  1688, 9.03   ,  1466
24,     562,  1394,    0  ,  1688, 8.00   ,  1475
28,     558,  1398,    0  ,  1688, 7.14   ,  1479
32,     558,  1398,    0  ,  1688, 6.47   ,  1479
36,     558,  1398,    0  ,  1688, 5.88   ,  1480
40,     557,  1399,    0  ,  1688, 5.39   ,  1480
44,     558,  1399,    0  ,  1688, 4.98   ,  1480
49,     558,  1399,    0  ,  1688, 4.64   ,  1480
53,     557,  1399,    0  ,  1688, 4.35   ,  1481
57,     556,  1401,    0  ,  1688, 4.09   ,  1482
61,     556,  1401,    0  ,  1688, 3.86   ,  1482
65,     556,  1401,    0  ,  1688, 3.66   ,  1482
69,     556,  1401,    0  ,  1688, 3.48   ,  1482
73,     555,  1401,    0  ,  1688, 3.32   ,  1483
77,     555,  1402,    0  ,  1688, 3.17   ,  1483
81,     554,  1402,    0  ,  1688, 3.04   ,  1484
85,     554,  1403,    0  ,  1688, 2.91   ,  1484
89,     554,  1403,    0  ,  1688, 2.80   ,  1484
93,     554,  1403,    0  ,  1688, 2.69   ,  1484
97,     554,  1403,    0  ,  1688, 2.59   ,  1484
101,     554,  1403,    0  ,  1688, 2.50   ,  1484
105,     554,  1403,    0  ,  1688, 2.42   ,  1483
109,     554,  1402,    0  ,  1688, 2.35   ,  1483
113,     554,  1402,    0  ,  1688, 2.27   ,  1483
117,     554,  1402,    0  ,  1688, 2.21   ,  1483
121,     554,  1402,    0  ,  1688, 2.14   ,  1483
125,     554,  1402,    0  ,  1688, 2.08   ,  1483
129,     554,  1402,    0  ,  1688, 2.03   ,  1483
133,     554,  1402,    0  ,  1688, 1.97   ,  1483
137,     554,  1402,    0  ,  1688, 1.92   ,  1483
141,     554,  1402,    0  ,  1688, 1.87   ,  1483
145,     554,  1402,    0  ,  1688, 1.83   ,  1483
149,     555,  1402,    0  ,  1688, 1.79   ,  1482
153,     555,  1402,    0  ,  1688, 1.75   ,  1483
157,     554,  1402,    0  ,  1688, 1.71   ,  1483
161,     553,  1411,    0  ,  1688, 1.67   ,  1492
165,     545,  1411,    0  ,  1688, 1.64   ,  1492
169,     545,  1411,    0  ,  1688, 1.61   ,  1492
174,     545,  1411,    0  ,  1688, 1.58   ,  1492
178,     545,  1411,    0  ,  1688, 1.55   ,  1492
182,     545,  1411,    0  ,  1688, 1.52   ,  1492
186,     545,  1411,    0  ,  1688, 1.49   ,  1492
190,     545,  1411,    0  ,  1688, 1.46   ,  1492
194,     545,  1411,    0  ,  1688, 1.44   ,  1492
198,     545,  1411,    0  ,  1688, 1.42   ,  1492
202,     545,  1411,    0  ,  1688, 1.39   ,  1492
206,     545,  1411,    0  ,  1688, 1.37   ,  1492
210,     545,  1411,    0  ,  1688, 1.35   ,  1492
214,     545,  1411,    0  ,  1688, 1.33   ,  1492
218,     545,  1411,    0  ,  1688, 1.31   ,  1492
222,     545,  1411,    0  ,  1688, 1.29   ,  1492
226,     545,  1411,    0  ,  1688, 1.27   ,  1492
230,     545,  1411,    0  ,  1688, 1.25   ,  1492
234,     545,  1411,    0  ,  1688, 1.24   ,  1492
238,     545,  1411,    0  ,  1688, 1.22   ,  1492
242,     545,  1411,    0  ,  1688, 1.20   ,  1492
246,     545,  1411,    0  ,  1688, 1.19   ,  1492
250,     545,  1411,    0  ,  1688, 1.17   ,  1492
254,     545,  1411,    0  ,  1688, 1.15   ,  1492
258,     545,  1411,    0  ,  1688, 1.14   ,  1492
262,     545,  1411,    0  ,  1688, 1.13   ,  1492
266,     545,  1411,    0  ,  1688, 1.11   ,  1492
270,     546,  1410,    0  ,  1688, 1.10   ,  1492
274,     546,  1410,    0  ,  1688, 1.09   ,  1492
278,     546,  1410,    0  ,  1688, 1.07   ,  1492
282,     546,  1410,    0  ,  1688, 1.06   ,  1492
286,     546,  1410,    0  ,  1688, 1.04   ,  1492
290,     546,  1410,    0  ,  1688, 1.03   ,  1492
294,     545,  1411,    0  ,  1688, 1.02   ,  1492
298,     545,  1411,    0  ,  1688, 1.01   ,  1492
302,     545,  1411,    0  ,  1688, 1.00   ,  1492
306,     545,  1411,    0  ,  1688, 0.99   ,  1492
310,     545,  1411,    0  ,  1688, 0.98   ,  1492
314,     545,  1411,    0  ,  1688, 0.97   ,  1492
319,     545,  1411,    0  ,  1688, 0.96   ,  1492
323,     546,  1410,    0  ,  1688, 0.95   ,  1492
327,     545,  1411,    0  ,  1688, 0.95   ,  1492
331,     546,  1410,    0  ,  1688, 0.94   ,  1492
335,     545,  1411,    0  ,  1688, 0.93   ,  1492
339,     545,  1411,    0  ,  1688, 0.92   ,  1492
343,     545,  1411,    0  ,  1688, 0.91   ,  1492
347,     545,  1411,    0  ,  1688, 0.90   ,  1492
351,     545,  1411,    0  ,  1688, 0.90   ,  1492
355,     545,  1411,    0  ,  1688, 0.89   ,  1492
359,     545,  1410,    0  ,  1688, 0.88   ,  1493
363,     545,  1411,    0  ,  1688, 0.87   ,  1493
367,     545,  1411,    0  ,  1688, 0.86   ,  1492
371,     545,  1411,    0  ,  1688, 0.86   ,  1492
375,     545,  1411,    0  ,  1688, 0.85   ,  1492
379,     545,  1411,    0  ,  1688, 0.84   ,  1492
383,     545,  1411,    0  ,  1688, 0.84   ,  1492
387,     545,  1411,    0  ,  1688, 0.83   ,  1491
391,     546,  1410,    0  ,  1688, 0.82   ,  1491
395,     546,  1410,    0  ,  1688, 0.82   ,  1492
399,     545,  1411,    0  ,  1688, 0.81   ,  1492
403,     545,  1410,    0  ,  1688, 0.81   ,  1492
407,     546,  1410,    0  ,  1688, 0.80   ,  1492
411,     546,  1410,    0  ,  1688, 0.80   ,  1492
415,     546,  1410,    0  ,  1688, 0.79   ,  1492
419,     546,  1410,    0  ,  1688, 0.78   ,  1491
423,     546,  1410,    0  ,  1688, 0.78   ,  1491
427,     546,  1411,    0  ,  1688, 0.77   ,  1492
431,     545,  1411,    0  ,  1688, 0.77   ,  1492
435,     545,  1411,    0  ,  1688, 0.77   ,  1492
439,     545,  1411,    0  ,  1688, 0.76   ,  1492
444,     545,  1410,    0  ,  1688, 0.75   ,  1492
448,     545,  1410,    0  ,  1688, 0.75   ,  1491
452,     546,  1410,    0  ,  1688, 0.75   ,  1491
456,     546,  1410,    0  ,  1688, 0.74   ,  1491
460,     546,  1410,    0  ,  1688, 0.74   ,  1491
464,     546,  1410,    0  ,  1688, 0.73   ,  1492
468,     546,  1410,    0  ,  1688, 0.73   ,  1492
472,     546,  1410,    0  ,  1688, 0.72   ,  1492
476,     546,  1410,    0  ,  1688, 0.72   ,  1492
480,     546,  1410,    0  ,  1688, 0.72   ,  1492
484,     546,  1410,    0  ,  1688, 0.71   ,  1492
488,     546,  1410,    0  ,  1688, 0.71   ,  1492
492,     546,  1410,    0  ,  1688, 0.70   ,  1492
496,     545,  1410,    0  ,  1688, 0.70   ,  1492
500,     546,  1410,    0  ,  1688, 0.70   ,  1492
504,     546,  1410,    0  ,  1688, 0.69   ,  1492
508,     546,  1410,    0  ,  1688, 0.69   ,  1492
512,     546,  1410,    0  ,  1688, 0.69   ,  1492
516,     546,  1410,    0  ,  1688, 0.68   ,  1492
520,     545,  1411,    0  ,  1688, 0.68   ,  1492
524,     545,  1411,    0  ,  1688, 0.68   ,  1492
528,     545,  1411,    0  ,  1688, 0.67   ,  1492
532,     546,  1410,    0  ,  1688, 0.67   ,  1492
536,     546,  1410,    0  ,  1688, 0.67   ,  1492
540,     545,  1410,    0  ,  1688, 0.66   ,  1492
544,     545,  1410,    0  ,  1688, 0.66   ,  1492
549,     545,  1410,    0  ,  1688, 0.66   ,  1492
553,     545,  1410,    0  ,  1688, 0.65   ,  1492
557,     545,  1410,    0  ,  1688, 0.65   ,  1492
561,     545,  1410,    0  ,  1688, 0.65   ,  1492
565,     545,  1410,    0  ,  1688, 0.64   ,  1492
569,     545,  1410,    0  ,  1688, 0.64   ,  1492
573,     545,  1410,    0  ,  1688, 0.64   ,  1492
577,     545,  1410,    0  ,  1688, 0.64   ,  1492
581,     545,  1410,    0  ,  1688, 0.64   ,  1492
585,     545,  1410,    0  ,  1688, 0.63   ,  1492
589,     545,  1410,    0  ,  1688, 0.63   ,  1492
593,     545,  1410,    0  ,  1688, 0.63   ,  1492
597,     546,  1410,    0  ,  1688, 0.63   ,  1492
tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
0,     591,  1366,    0  ,  1688, 2.49   ,  1446
4,     589,  1366,    0  ,  1688, 0.71   ,  1448
9,     589,  1366,    0  ,  1688, 5.37   ,  1448
13,     589,  1367,    0  ,  1688, 2.12   ,  1449
17,     588,  1368,    0  ,  1688, 0.04   ,  1449
21,     583,  1373,    0  ,  1688, 9.45   ,  1455
25,     566,  1389,    0  ,  1688, 8.33   ,  1472
29,     563,  1393,    0  ,  1688, 7.43   ,  1475
33,     562,  1393,    0  ,  1688, 6.69   ,  1475
37,     562,  1393,    0  ,  1688, 6.08   ,  1475
41,     562,  1393,    0  ,  1688, 5.60   ,  1475
45,     562,  1393,    0  ,  1688, 5.16   ,  1475
49,     562,  1393,    0  ,  1688, 4.79   ,  1475
53,     562,  1393,    0  ,  1688, 4.49   ,  1475
57,     562,  1393,    0  ,  1688, 4.22   ,  1475
61,     562,  1393,    0  ,  1688, 3.98   ,  1475
65,     562,  1393,    0  ,  1688, 3.76   ,  1475
69,     562,  1393,    0  ,  1688, 3.58   ,  1475
73,     562,  1393,    0  ,  1688, 3.41   ,  1475
77,     562,  1393,    0  ,  1688, 3.26   ,  1475
81,     562,  1393,    0  ,  1688, 3.13   ,  1475
85,     562,  1393,    0  ,  1688, 3.00   ,  1475
89,     562,  1394,    0  ,  1688, 2.89   ,  1477
93,     560,  1395,    0  ,  1688, 2.78   ,  1478
97,     559,  1396,    0  ,  1688, 2.68   ,  1479
101,     558,  1397,    0  ,  1688, 2.59   ,  1479
105,     558,  1397,    0  ,  1688, 2.50   ,  1479
110,     558,  1397,    0  ,  1688, 2.43   ,  1479
114,     558,  1397,    0  ,  1688, 2.35   ,  1479
118,     558,  1397,    0  ,  1688, 2.28   ,  1479
122,     558,  1397,    0  ,  1688, 2.22   ,  1479
126,     558,  1397,    0  ,  1688, 2.16   ,  1479
130,     558,  1397,    0  ,  1688, 2.11   ,  1479
134,     558,  1397,    0  ,  1688, 2.05   ,  1479
138,     558,  1397,    0  ,  1688, 2.00   ,  1479
142,     558,  1397,    0  ,  1688, 1.96   ,  1479
146,     558,  1397,    0  ,  1688, 1.91   ,  1479
150,     558,  1397,    0  ,  1688, 1.86   ,  1479
154,     558,  1397,    0  ,  1688, 1.82   ,  1479
158,     558,  1397,    0  ,  1688, 1.78   ,  1479
162,     558,  1397,    0  ,  1688, 1.74   ,  1479
166,     558,  1397,    0  ,  1688, 1.71   ,  1479
170,     558,  1397,    0  ,  1688, 1.68   ,  1479
174,     558,  1397,    0  ,  1688, 1.65   ,  1479
178,     558,  1397,    0  ,  1688, 1.62   ,  1479
182,     558,  1397,    0  ,  1688, 1.58   ,  1479
186,     557,  1398,    0  ,  1688, 1.55   ,  1480
190,     557,  1398,    0  ,  1688, 1.52   ,  1480
194,     557,  1399,    0  ,  1688, 1.50   ,  1481
198,     556,  1399,    0  ,  1688, 1.47   ,  1481
202,     555,  1400,    0  ,  1688, 1.45   ,  1482
206,     555,  1400,    0  ,  1688, 1.42   ,  1482
210,     555,  1400,    0  ,  1688, 1.40   ,  1482
214,     555,  1400,    0  ,  1688, 1.37   ,  1482
218,     555,  1400,    0  ,  1688, 1.35   ,  1482
222,     555,  1400,    0  ,  1688, 1.33   ,  1482
226,     555,  1400,    0  ,  1688, 1.31   ,  1483
230,     554,  1401,    0  ,  1688, 1.29   ,  1483
234,     554,  1401,    0  ,  1688, 1.27   ,  1483
238,     554,  1401,    0  ,  1688, 1.25   ,  1483
243,     553,  1402,    0  ,  1688, 1.24   ,  1484
247,     553,  1402,    0  ,  1688, 1.22   ,  1484
251,     553,  1402,    0  ,  1688, 1.21   ,  1485
255,     553,  1402,    0  ,  1688, 1.19   ,  1484
259,     553,  1402,    0  ,  1688, 1.18   ,  1484
263,     553,  1402,    0  ,  1688, 1.17   ,  1484
267,     553,  1402,    0  ,  1688, 1.15   ,  1485
271,     553,  1402,    0  ,  1688, 1.14   ,  1484
275,     553,  1402,    0  ,  1688, 1.13   ,  1484
279,     553,  1402,    0  ,  1688, 1.11   ,  1484
283,     553,  1402,    0  ,  1688, 1.10   ,  1484
287,     553,  1402,    0  ,  1688, 1.09   ,  1484
291,     553,  1402,    0  ,  1688, 1.08   ,  1484
295,     553,  1402,    0  ,  1688, 1.06   ,  1484
299,     553,  1402,    0  ,  1688, 1.05   ,  1484
303,     553,  1402,    0  ,  1688, 1.04   ,  1484
307,     553,  1402,    0  ,  1688, 1.03   ,  1484
311,     553,  1402,    0  ,  1688, 1.02   ,  1484
315,     553,  1402,    0  ,  1688, 1.01   ,  1484
319,     553,  1402,    0  ,  1688, 1.00   ,  1484
323,     553,  1402,    0  ,  1688, 0.99   ,  1484
327,     553,  1402,    0  ,  1688, 0.98   ,  1484
331,     553,  1402,    0  ,  1688, 0.97   ,  1484
335,     553,  1402,    0  ,  1688, 0.97   ,  1484
339,     553,  1402,    0  ,  1688, 0.96   ,  1484
343,     553,  1402,    0  ,  1688, 0.95   ,  1484
348,     553,  1402,    0  ,  1688, 0.94   ,  1484
352,     553,  1402,    0  ,  1688, 0.94   ,  1484
356,     553,  1402,    0  ,  1688, 0.93   ,  1484
360,     553,  1402,    0  ,  1688, 0.92   ,  1484
364,     553,  1402,    0  ,  1688, 0.91   ,  1484
368,     553,  1402,    0  ,  1688, 0.90   ,  1485
372,     553,  1402,    0  ,  1688, 0.90   ,  1485
376,     553,  1402,    0  ,  1688, 0.89   ,  1485
380,     553,  1402,    0  ,  1688, 0.88   ,  1485
384,     553,  1402,    0  ,  1688, 0.88   ,  1485
388,     553,  1402,    0  ,  1688, 0.87   ,  1485
392,     553,  1402,    0  ,  1688, 0.86   ,  1485
396,     553,  1402,    0  ,  1688, 0.85   ,  1485
400,     553,  1402,    0  ,  1688, 0.85   ,  1485
404,     553,  1402,    0  ,  1688, 0.84   ,  1485
408,     553,  1402,    0  ,  1688, 0.83   ,  1485
412,     553,  1402,    0  ,  1688, 0.83   ,  1485
416,     553,  1402,    0  ,  1688, 0.82   ,  1485
420,     553,  1402,    0  ,  1688, 0.82   ,  1485
424,     553,  1402,    0  ,  1688, 0.81   ,  1485
428,     553,  1402,    0  ,  1688, 0.81   ,  1485
432,     553,  1402,    0  ,  1688, 0.80   ,  1485
436,     553,  1402,    0  ,  1688, 0.79   ,  1485
440,     553,  1402,    0  ,  1688, 0.79   ,  1485
444,     553,  1402,    0  ,  1688, 0.79   ,  1485
448,     553,  1402,    0  ,  1688, 0.78   ,  1485
452,     553,  1402,    0  ,  1688, 0.78   ,  1485
456,     553,  1402,    0  ,  1688, 0.77   ,  1485
460,     553,  1402,    0  ,  1688, 0.77   ,  1485
464,     553,  1402,    0  ,  1688, 0.76   ,  1485
469,     553,  1402,    0  ,  1688, 0.76   ,  1485
473,     553,  1402,    0  ,  1688, 0.75   ,  1485
477,     553,  1402,    0  ,  1688, 0.75   ,  1485
481,     553,  1402,    0  ,  1688, 0.74   ,  1485
485,     553,  1402,    0  ,  1688, 0.74   ,  1485
489,     553,  1402,    0  ,  1688, 0.73   ,  1485
493,     553,  1402,    0  ,  1688, 0.73   ,  1485
497,     553,  1402,    0  ,  1688, 0.73   ,  1485
501,     553,  1402,    0  ,  1688, 0.72   ,  1485
505,     553,  1402,    0  ,  1688, 0.72   ,  1485
509,     553,  1402,    0  ,  1688, 0.71   ,  1485
513,     553,  1402,    0  ,  1688, 0.71   ,  1485
517,     553,  1402,    0  ,  1688, 0.70   ,  1485
521,     553,  1402,    0  ,  1688, 0.70   ,  1485
525,     553,  1402,    0  ,  1688, 0.70   ,  1485
529,     553,  1402,    0  ,  1688, 0.69   ,  1485
533,     553,  1402,    0  ,  1688, 0.69   ,  1485
537,     553,  1402,    0  ,  1688, 0.68   ,  1485
541,     553,  1402,    0  ,  1688, 0.68   ,  1485
545,     553,  1402,    0  ,  1688, 0.68   ,  1485
549,     553,  1402,    0  ,  1688, 0.67   ,  1485
553,     553,  1402,    0  ,  1688, 0.67   ,  1485
557,     553,  1402,    0  ,  1688, 0.67   ,  1485
561,     553,  1402,    0  ,  1688, 0.66   ,  1485
565,     553,  1402,    0  ,  1688, 0.66   ,  1485
569,     553,  1402,    0  ,  1688, 0.66   ,  1485
573,     553,  1402,    0  ,  1688, 0.65   ,  1485
577,     553,  1402,    0  ,  1688, 0.65   ,  1485
581,     553,  1402,    0  ,  1688, 0.65   ,  1485
585,     553,  1402,    0  ,  1688, 0.64   ,  1485
589,     553,  1402,    0  ,  1688, 0.64   ,  1485
593,     553,  1402,    0  ,  1688, 0.64   ,  1485
597,     552,  1402,    0  ,  1688, 0.63   ,  1485
tempo,       mem, livreMem, swap, livreSwap, cpu, disponivel
0,     592,  1362,    0  ,  1688, 9.92   ,  1444
